chromosome	start	end	strand	ddb_g	genename	description
chr1	561516	564086	+	DDB_G0267684	DDB_G0267684	similar to %3Ci%3EDictystelium%3C%2Fi%3E cell surface glycoproteins gp130%2C and GP138A%2C B%2C C%2C and D
chr1	564277	571070	-	DDB_G0267686	DDB_G0267686	member of the TKL (tyrosine kinase-like) group%3B belongs to the ARK (ankyrin repeat-containing kinase) family%2C although it does not contain ankyrin repeats%3B contains an RGS (Regulator of G protein Signaling) domain
chr1	573341	576172	-	DDB_G0268498	DDB_G0268498	NA
chr1	577816	578337	+	DDB_G0268310	DDB_G0268310	NA
chr1	578409	580066	-	DDB_G0267688	cpnD	Ca(2%2B)-dependent phospholipid-binding protein%3B contains two C2 domains and a VWFA domain.
chr1	580421	580716	-	DDB_G0268312	DDB_G0268312	NA
chr1	581198	585318	+	DDB_G0267690	icpA	homolog of INCENP involved in various cellular processes%3B contains the IN-box domain known to bind Aurora B kinase%3B null mutant has defects in cytokinesis%2C chromosome segregation%2C and spindle organization
chr1	585586	589828	-	DDB_G0295847	DDB_G0295847	contains one transmembrane domain at the carboxyl terminal
chr1	590684	595168	-	DDB_G0268500	DDB_G0268500	NA
chr1	595744	598501	-	DDB_G0268502	DDB_G0268502	NA
chr1	600250	604291	+	DDB_G0267692	DDB_G0267692	has a predicted signal peptide and a C-terminal transmembrane domain
chr1	604725	608840	+	DDB_G0268314	DDB_G0268314	NA
chr1	609146	611416	+	DDB_G0267430	abcG20	half transporter%2C consisting of one ABC domain and one transmembrane domain
chr1	611485	613188	-	DDB_G0267694	DDB_G0267694	NA
chr1	613392	617600	-	DDB_G0268316	DDB_G0268316	NA
chr1	622339	622954	-	DDB_G0267696	DDB_G0267696	NA
chr1	623530	624219	-	DDB_G0267698	DDB_G0267698	NA
chr1	624602	625684	-	DDB_G0267700	DDB_G0267700	NA
chr1	625985	626830	-	DDB_G0267702	DDB_G0267702	NA
chr1	627395	628219	+	DDB_G0268318	DDB_G0268318	NA
chr1	628403	636330	-	DDB_G0267472	roco7	member of the TKL (tyrosine kinase-like) group and the ROCO family of protein kinases%3B contains Roc%2C COR%2C WD40%2C and protein kinase domains%3B related to LRR-containing kinases but does not contain an LRR domain
chr1	637945	640745	-	DDB_G0268320	DDB_G0268320	similar to S. cerevisiae BUD7 (bud site selection protein 7) which is required for the export of specialised cargo from the Golgi.%3B belongs to the CHAPS (Chs5p-Arf1p-binding proteins) family
chr1	642853	659065	+	DDB_G0268504	DDB_G0268504	contains two putative coiled-coil domains%3B conserved in Dictyostelium and Polysphondylium
chr1	659396	660693	-	DDB_G0268322	DDB_G0268322	NA
chr1	661668	662715	+	DDB_G0267704	mcfT	ortholog of the yeast ODC2 and mammalian SLCA2521%2C which transport C5-C7 oxodicarboxylates across the mitochondrial membrane%3B belongs to the mitochondrial substrate carrier family %3Cbr%2F%3E%3Cbr%2F%3E %3Cb%3ECommunity annotation:%3C%2Fb%3E Overview of the %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FMitochondrial_Carrier_Family_%2528MCF%2529%22%3EMitochondrial Carrier Family (MCF)%3C%2Fa%3E%2C %3Ci%3EGerard Klein and Michel Satre%2C April 2007%3C%2Fi%3E
chr1	663020	666459	-	DDB_G0268506	DDB_G0268506	NA
chr1	670002	670854	+	DDB_G0267706	DDB_G0267706	NA
chr1	670930	671606	-	DDB_G0267708	vps25	component of the ELL complex%2C an RNA polymerase II transcription factor%2C and of the ESCRT-II complex (endosomal sorting complex required for transport)
chr1	673242	674981	+	DDB_G0267710	DDB_G0267710	NA
chr1	675419	675964	+	DDB_G0267712	DDB_G0267712	NA
chr1	676187	677352	-	DDB_G0267714	sf3b4	subunit of the splicing factor SF3B required for spliceosome assembly
chr1	678047	679663	-	DDB_G0267716	DDB_G0267716	NA
chr1	679845	681131	-	DDB_G0268324	DDB_G0268324	NA
chr1	682072	682953	-	DDB_G0268326	DDB_G0268326	NA
chr1	683499	695010	-	DDB_G0268328	DDB_G0268328	NA
chr1	695658	697436	+	DDB_G0267718	DDB_G0267718	NA
chr1	698211	699346	+	DDB_G0267720	DDB_G0267720	NA
chr1	699431	700187	-	DDB_G0267722	DDB_G0267722	NA
chr1	700627	703356	+	DDB_G0267724	DDB_G0267724	NA
chr1	704053	705840	-	DDB_G0268330	sgmD	similar to acid sphingomyelinase%2C which hydrolyze the phosphodiester bond in sphingomyelin to form ceramide
chr1	708045	708883	+	DDB_G0268332	uduA1	almost identical to %3Ca href%3D%22%2Fgene%2FDDB_G0267726%22%3E%3Ci%3EuduA2%3C%2Fi%3E%3C%2Fa%3E%2C %3Ca href%3D%22%2Fgene%2FDDB_G0267728%22%3E%3Ci%3EuduA3%3C%2Fi%3E%3C%2Fa%3E%3Cbr%3E %3Cb%3ECommunity annotation:%3C%2Fb%3E upregulated in the uninfected %3Ca href%3D%22%2Fgene%2FDDB_G0277071%22%3E%3Ci%3EdupA%3C%2Fi%3E%3C%2Fa%3E mutant%3B %3Ci%3EG. Bloomfield  21-DEC-2009%3C%2Fi%3E
chr1	711088	711951	+	DDB_G0267726	uduA2	almost identical to %3Ca href%3D%22%2Fgene%2FDDB_G0268332%22%3E%3Ci%3EuduA1%3C%2Fi%3E%3C%2Fa%3E%2C %3Ca href%3D%22%2Fgene%2FDDB_G0267728%22%3E%3Ci%3EuduA3%3C%2Fi%3E%3C%2Fa%3E%3Cbr%3E %3Cb%3ECommunity annotation:%3C%2Fb%3E upregulated in the uninfected %3Ca href%3D%22%2Fgene%2FDDB_G0277071%22%3E%3Ci%3EdupA%3C%2Fi%3E%3C%2Fa%3E mutant%3B %3Ci%3EG. Bloomfield  21-DEC-2009%3C%2Fi%3E
chr1	713027	713821	+	DDB_G0267728	uduA3	almost identical to %3Ca href%3D%22%2Fgene%2FDDB_G0268332%22%3E%3Ci%3EuduA1%3C%2Fi%3E%3C%2Fa%3E%2C %3Ca href%3D%22%2Fgene%2FDDB_G0267726%22%3E%3Ci%3EuduA2%3C%2Fi%3E%3C%2Fa%3E%3Cbr%3E %3Cb%3ECommunity annotation:%3C%2Fb%3E upregulated in the uninfected %3Ca href%3D%22%2Fgene%2FDDB_G0277071%22%3E%3Ci%3EdupA%3C%2Fi%3E%3C%2Fa%3E mutant%3B %3Ci%3EG. Bloomfield  21-DEC-2009%3C%2Fi%3E
chr1	714031	716367	-	DDB_G0268334	DDB_G0268334	NA
chr1	719427	722987	+	DDB_G0267730	dst2	putative protein serine%2Fthreonine kinase%3B the kinase domain is similar to mitogen-activated protein kinases and other STE20-like kinases%3B stress-responsive kinase
chr1	723287	729518	-	DDB_G0267732	DDB_G0267732	NA
chr1	730241	731113	+	DDB_G0267734	DDB_G0267734	contains a SAM (and some other nucleotide) binding motif%3B similar to bacterial and eukaryotic methyltransferases
chr1	731136	731927	-	DDB_G0268336	DDB_G0268336	NA
chr1	733269	733982	+	DDB_G0268338	DDB_G0268338	NA
chr1	734616	735299	-	DDB_G0267736	DDB_G0267736_RTE	ORF2 protein fragment of tRNA-specific non-long terminal repeat retrotransposon TRE5-B%3B refer to GenBank AF298209 for consensus full-length element
chr1	735632	741152	+	DDB_G0268508	DDB_G0268508_RTE	partial ORF1 and ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-B%3B refer to GenBank AF134170 for full-length consensus element
chr1	735884	735955	+	DDB_G0294673	tRNA-Thr-AGU-3	transfers a threonine residue to a growing polypeptide chain during protein synthesis%0A
chr1	741690	742766	+	DDB_G0268510	DDB_G0268510_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr1	743291	746469	+	DDB_G0268340	DDB_G0268340_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr1	746953	749568	-	DDB_G0267740	DDB_G0267740	NA
chr1	750033	750105	-	DDB_G0294827	tRNA-Asn-GUU-8	transfers an asparagine residue to a growing polypeptide chain during protein synthesis%0A
chr1	752355	756877	+	DDB_G0267432	abcG15	full transporter%2C consisting of two ABC domains and two transmembrane domains
chr1	758875	763979	+	DDB_G0267438	abcA2	full transporter%2C consisting of two ABC domains and two transmembrane domains
chr1	764516	767051	+	DDB_G0267742	DDB_G0267742	similar to the %3Ci%3EDictyostelium%3C%2Fi%3E hydrolase Apeh%2C the conserved acylamino-acid-releasing enzyme
chr1	767152	768575	-	DDB_G0267744	DDB_G0267744	NA
chr1	769229	772726	-	DDB_G0268512	wrn	E. coli ATP-dependent DNA helicase RecQ is involved in genome maintenance%3B this is the ortholog of the H. sapiens Werner syndrome protein%3B defects in WRN cause the premature onset of multiple age-related disorders
chr1	774330	775937	+	DDB_G0267746	DDB_G0267746	NA
chr1	776324	778499	-	DDB_G0267748	cdc45	ortholog of the conserved CDC45 or CDC45L protein%3B in %3Ci%3ES. cerevisia%3C%2Fi%3Ee and %3Ci%3ES. pombe%3C%2Fi%3E required for initiation of chromosomal DNA replication
chr1	778920	779964	+	DDB_G0268342	DDB_G0268342_ps	putative pseudogene%3B similar to Dictyostelium genes %3Ca href%3D%22%2Fgene%2FDDB_G0280075%22%3EDDB_G0280075%3C%2Fa%3E%2C %3Ca href%3D%22%2Fgene%2FDDB_G0267762%22%3EDDB_G0267762%3C%2Fa%3E%2C and %3Ca href%3D%22%2Fgene%2FDDB_G0267694%22%3EDDB_G0267694%3C%2Fa%3E
chr1	780178	783237	+	DDB_G0267750	DDB_G0267750	NA
chr1	783552	786233	+	DDB_G0267752	DDB_G0267752	NA
chr1	786322	788000	-	DDB_G0267754	DDB_G0267754	NA
chr1	788307	788933	-	DDB_G0267756	DDB_G0267756	NA
chr1	789209	791845	-	DDB_G0267758	DDB_G0267758	small Dictyostelium gene family
chr1	792299	795646	+	DDB_G0267760	tbck	similar to TBCK in human%2C fly%2C and worm%3B TBC domain-containing proteins in yeast are GTPase activator proteins%3B unlikely to function as a kinase as it does not contain a catalytic aspartate
chr1	795721	797355	-	DDB_G0267762	DDB_G0267762	NA
chr1	798097	799005	+	DDB_G0268344	DDB_G0268344	NA
chr1	799346	800788	-	DDB_G0267764	DDB_G0267764	NA
chr1	802089	806703	+	DDB_G0268516	tbcD	NA
chr1	806804	809101	-	DDB_G0267766	gfm2	involved in the translocation of the nascent peptide chain from the ribosomal A-site to the P-site
chr1	809267	810455	+	DDB_G0267768	DDB_G0267768	widely conserved protein%2C very similar to M. musculus Myg1 (melanocyte proliferating gene 1)
chr1	810583	811472	-	DDB_G0268518	DDB_G0268518	NA
chr1	811678	815598	-	DDB_G0268520	DDB_G0268520	NA
chr1	816236	816791	+	DDB_G0268522	psmG3	conserved chaperone protein%2C which promotes assembly of the 20S proteasome%3B may form a dimer with psmG4 and act in concert with psmG1%2FpsmG2
chr1	816934	817967	-	DDB_G0267446	cnbA	regulatory subunit of the Ca%3Csup%3E2%2B%3C%2Fsup%3E%2Fcalmodulin-dependent serine%2Fthreonine protein phosphatase%3B contains an EF-hand%2C calcium binding motif
chr1	818727	818808	+	DDB_G0294675	tRNA-Ser-UGA-1	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr1	818921	818992	+	DDB_G0294677	tRNA-Cys-GCA-1	transfers a cysteine residue to a growing polypeptide chain during protein synthesis%0A
chr1	820114	821706	+	DDB_G0267770	DDB_G0267770	NA
chr1	822333	822414	-	DDB_G0294825	tRNA-Ser-UGA-4	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr1	824718	825057	+	DDB_G0267772	DDB_G0267772	NA
chr1	825289	827478	-	DDB_G0267774	abkC	atypical protein serine%2Fthreonine kinase%2C contains ABC1 kinase (protein kinase-like) domain%3B yeast ABC1 essential for the electron transfer in the BC(1) complex%3B E.coli homolog required for ubiquinone biosynthesis
chr1	827764	832445	-	DDB_G0267776	DDB_G0267776	NA
chr1	833130	835460	-	DDB_G0267414	repD	ortholog of H. sapiens xeroderma pigmentosum group D (XPD)%2C M. musculus ERCC2 and S. cerevisiae RAD3
chr1	835755	835825	+	DDB_G0294679	tRNA-Pro-UGG-2	transfers a proline residue to a growing polypeptide chain during protein synthesis%0A
chr1	835920	836792	+	DDB_G0267778	DDB_G0267778_RTE	partial ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE3-C
chr1	836942	840235	+	DDB_G0267780	DDB_G0267780_RTE	partial ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-C
chr1	842918	848447	+	DDB_G0268524	DDB_G0268524_RTE	partial ORF1 and ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-B%3B refer to GenBank AF134170 for full-length consensus element
chr1	843216	843286	+	DDB_G0294681	tRNA-Pro-UGG-3	transfers a proline residue to a growing polypeptide chain during protein synthesis%0A
chr1	849532	851483	-	DDB_G0267784	DDB_G0267784	NA
chr1	852021	853903	-	DDB_G0267786	DDB_G0267786	weakly similar to niban protein%2C a marker for renal carcinogenesis%3Cbr%3E  %3Cb%3ECommunity annotation:%3C%2Fb%3E  DDB_G0267786 appears to be cell-cycle regulated%2C expressed in late G2 at the same time when virtually all S-phase and M-phase specific genes are active (see graph on wiki page). The gene is slightly overexpressed in the rblA disruptant (1%2C5-fold) but appears primarily regulated by at present unknown%2C Rb-independent mechanisms. No ortholog of DDB_G0267786 is recognizable in yeast. %3Ci%3EHarry MacWilliams%2C August 2010%3C%2Fi%3E%3Cbr%3E %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FDDB_G0267786%22%3E There is more information on the wiki page%3C%2Fa%3E 
chr1	854978	855903	-	DDB_G0267788	DDB_G0267788	NA
chr1	857737	858188	+	DDB_G0267790	DDB_G0267790	NA
chr1	858290	859778	-	DDB_G0267792	DDB_G0267792	NA
chr1	860671	862593	-	DDB_G0267794	DDB_G0267794	similar to human PUS10 (putative tRNA pseudouridine synthase Pus10)
chr1	863148	865925	+	DDB_G0267796	DDB_G0267796	conserved protein%2C similar to yeast CWC22%2C an essential putative spliceosomal component
chr1	866636	867904	+	DDB_G0268346	DDB_G0268346	member of the patatin family of glycoproteins%2C which are storage proteins but also possess lipase activity
chr1	868196	872344	+	DDB_G0268348	DDB_G0268348	NA
chr1	872490	873185	-	DDB_G0267456	cbp2	NA
chr1	874156	876609	+	DDB_G0268526	DDB_G0268526	NA
chr1	877260	880427	+	DDB_G0267798	DDB_G0267798	NA
chr1	881664	884690	+	DDB_G0268350	DDB_G0268350	NA
chr1	885149	889039	+	DDB_G0268352	DDB_G0268352	conserved in Dictyostelium%3B contains an immunoglobulin like fold domain%3B contains a predicted signal sequence and C-terminal transmembrane domain
chr1	889672	891537	+	DDB_G0267800	DDB_G0267800	NA
chr1	891838	894228	-	DDB_G0268354	gxcGG	NA
chr1	897809	898549	-	DDB_G0267802	DDB_G0267802	NA
chr1	899153	902230	+	DDB_G0267804	DDB_G0267804	NA
chr1	902491	902750	-	DDB_G0267806	ampA_ps	putative pseudogene%3B fragment%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0275695%22%3E%3Ci%3EampA%3C%2Fi%3E%3C%2Fa%3E
chr1	903471	905468	+	DDB_G0267808	DDB_G0267808	NA
chr1	905813	908316	-	DDB_G0267810	DDB_G0267810	NA
chr1	909280	910089	+	DDB_G0267812	DDB_G0267812	NA
chr1	910680	912284	+	DDB_G0267814	DDB_G0267814	NA
chr1	913536	914612	+	DDB_G0267816	DDB_G0267816	NA
chr1	914771	918553	-	DDB_G0267818	DDB_G0267818	NA
chr1	919584	920681	-	DDB_G0267820	DDB_G0267820	NA
chr1	920878	922078	+	DDB_G0267822	DDB_G0267822	NA
chr1	922136	923726	-	DDB_G0267824	DDB_G0267824	NA
chr1	924216	925787	-	DDB_G0267826	DDB_G0267826	NA
chr1	926752	929405	+	DDB_G0267828	DDB_G0267828	NA
chr1	929880	932237	-	DDB_G0267830	gemA	simlar to M. musculus mitochondrial Rho1 and S. cerevisiae GEM1%2C a conserved tail-anchored outer mitochondrial membrane GTPase%3B contains two GTP-binding domains%2C two EF hand domains%2C and a C-terminal transmembrane domain
chr1	932664	934661	-	DDB_G0267832	DDB_G0267832	NA
chr1	936052	938060	+	DDB_G0268358	DDB_G0268358	ortholog of the human SDCCAG10 (Serologically Defined Colon Cancer Antigen 10)%3B PPIase is an enzyme that accelerates protein folding by catalyzing the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
chr1	939089	940508	+	DDB_G0267834	DDB_G0267834	NA
chr1	940974	942790	+	DDB_G0267836	DDB_G0267836	NA
chr1	943374	944711	-	DDB_G0267382	corA	actin binding protein regulating actin nucleation%2C involved in cytokinesis and cell motility
chr1	945806	947605	+	DDB_G0268528	DDB_G0268528_RTE	partial ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-C
chr1	946092	946173	+	DDB_G0294683	tRNA-Ser-UGA-2	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr1	948334	948612	-	DDB_G0268360	DDB_G0268360	conserved in D. purpureum
chr1	949001	949753	+	DDB_G0267838	DDB_G0267838	has an endoplasmic reticulum retention signal at the C-terminus
chr1	950030	952882	-	DDB_G0267416	rpmA	nuclear gene encoding the mitochondrial RNA polymerase
chr1	954390	958768	+	DDB_G0267840	DDB_G0267840	NA
chr1	959377	960403	+	DDB_G0267842	DDB_G0267842	belongs to the NADP_Rossman superfamily%3B similar to human NMRAL1%3B A. nidulans nmrA is a transcriptional regulator involved in nitrogen metabolite repression
chr1	961152	962309	+	DDB_G0267844	expl6	similar to plant expansins%2C which modify the cell wall to allow expansion during cell growth%3B contains a predicted signal peptide
chr1	962846	963926	+	DDB_G0267846	expl1	similar to plant expansins%2C which modify the cell wall to allow expansion during cell growth%3B contains a predicted signal peptide
chr1	964384	965467	+	DDB_G0267848	DDB_G0267848	NA
chr1	965758	967822	+	DDB_G0267850	DDB_G0267850	NA
chr1	968117	968896	-	DDB_G0267852	DDB_G0267852	the Maf protein is a putative inhibitor of septum formation found in eukaryotes%2C bacteria%2C and archaea
chr1	970209	973782	+	DDB_G0267854	gxcD	multi-domain protein with similarity to Rho guanine nucleotide exchange factors
chr1	974099	976591	+	DDB_G0267856	DDB_G0267856	NA
chr1	977722	980295	+	DDB_G0267858	DDB_G0267858	NA
chr1	980835	983272	+	DDB_G0268362	DDB_G0268362	NA
chr1	983481	984122	-	DDB_G0267860	DDB_G0267860	NA
chr1	984537	985406	+	DDB_G0267862	DDB_G0267862	no known homolog 
chr1	985707	986657	-	DDB_G0267864	DDB_G0267864	NA
chr1	986994	989265	+	DDB_G0268364	DDB_G0268364	NA
chr1	989851	991118	+	DDB_G0268366	DDB_G0268366	NA
chr1	991453	992043	-	DDB_G0267866	DDB_G0267866	putative ortholog of H. sapiens POMP%3B similar to S. cerevisiae UMP1 involved in maturation of the 20S proteasome
chr1	992499	994469	-	DDB_G0267868	DDB_G0267868	NA
chr1	995736	996910	+	DDB_G0267870	rnf113	similar to human RING finger proteins RNF113A and RNF113B
chr1	1000903	1001043	-	DDB_G0268370	DDB_G0268370	NA
chr1	1003245	1006160	+	DDB_G0268368	mybAA	contains three Myb DNA-binding domains
chr1	1007048	1009918	+	DDB_G0268374	dcd2B	NA
chr1	1010098	1012044	-	DDB_G0268472	naprt	catalyzes the conversion of nicotinic acid (NA) to NA mononucleotide (NaMN)%2C which elevates cellular NAD levels and prevent oxidative stress
chr1	1012281	1014423	-	DDB_G0267872	DDB_G0267872	conserved protein containing a Sun%2Feukaryotic nucleolar NOL1%2FNop2p domain
chr1	1014659	1015216	-	DDB_G0268534	DDB_G0268534	NA
chr1	1015824	1016551	+	DDB_G0268376	DDB_G0268376	NA
chr1	1016994	1019162	+	DDB_G0267874	DDB_G0267874	NA
chr1	1020423	1022453	+	DDB_G0268536	DDB_G0268536	NA
chr1	1022895	1023978	+	DDB_G0268538	psmA5	subunit of the 20S proteasome (macropain)%2C the endopeptidase complex involved in an ATP%2Fubiquitin-dependent nonlysosomal proteolytic pathway%3B in eukaryotes composed of up to 28 subunits%2C which form a highly ordered ring-shaped structure (20S ring)
chr1	1024145	1024917	-	DDB_G0267876	DDB_G0267876	similar to D. purpureum protein%3B contains one coiled-coil domain
chr1	1025189	1028129	+	DDB_G0267878	DDB_G0267878	NA
chr1	1028328	1028897	+	DDB_G0267880	DDB_G0267880	similar to bacterial and fungal acetyltransferases%3B member of the GNAT family
chr1	1029261	1031066	-	DDB_G0267882	DDB_G0267882	NA
chr1	1032061	1034001	-	DDB_G0267884	alg12	CAZy family GT22%3B catalyzes N-linked mannosylation
chr1	1034624	1036114	+	DDB_G0267424	amtC	similar to Arabidopsis AMT1%2C involved in transporting ammonia in the environment into the cell%3B contains 11 transmembrane domains
chr1	1036314	1038005	-	DDB_G0267886	DDB_G0267886	NA
chr1	1038511	1042005	-	DDB_G0267888	DDB_G0267888	NA
chr1	1042896	1044435	-	DDB_G0267890	DDB_G0267890	NA
chr1	1045342	1047918	-	DDB_G0267892	DDB_G0267892	NA
